,preco_imov,id_imov,cidade,endereco,titulo_imov,vaga,banheiro,condominio,iptu
0,R$ 270.000,Imóvel 1QAF1KV,Apartamento em Porto Alegre,Rua Batista Xavier,"Apartamento à venda em Partenon com 64 m², 1 quarto, 1 vaga","1 quarto
sem suíte",1 vaga,R$ 205/mês,R$ 510/ano
0,R$ 350.000,Imóvel TZPHE6,Apartamento em Porto Alegre,Avenida Sertório,"Apartamento à venda em Navegantes com 105 m², 3 quartos","3 quartos
sem suíte",2 Banheiros,R$ 295/mês,R$ 960/ano
0,R$ 180.000,Imóvel QA4FBY,Apartamento em Porto Alegre,Avenida Otto Niemeyer,"Apartamento à venda em Cavalhada com 40 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 314/mês,R$ 115/mês
0,R$ 380.000,Imóvel 1G47U6M,Apartamento em Porto Alegre,Avenida Assis Brasil,"Apartamento à venda em Cristo Redentor com 90 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 110/mês,R$ 560/ano
0,R$ 780.000,Imóvel IRBKOD,Apartamento em Porto Alegre,Rua São Josemaria Escriva,"Apartamento à venda em Jardim Salso com 58 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 615/mês,R$ 1.290/ano
0,R$ 1.650.000,Imóvel 1KP1X73,Casa de Condomínio em Porto Alegre,Rua Germano Gundlach,"Casa de Condomínio à venda em Chácara das Pedras com 201 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",4 Banheiros,R$ 1.600/mês,R$ 4.500/ano
0,R$ 630.000,Imóvel 131YVY7,Apartamento em Porto Alegre,Avenida Doutor Nilo Peçanha,"Apartamento à venda em Petrópolis com 87 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 970/mês,R$ 1.000/ano
0,R$ 170.000,Imóvel X4DJRI,Apartamento em Porto Alegre,Rua Professor Carvalho Freitas,"Apartamento à venda em Teresópolis com 40 m², 1 quarto, 1 vaga","1 quarto
sem suíte",1 vaga,R$ 312/mês,R$ 350/ano
0,R$ 150.000,Imóvel 4FFAGT,Apartamento em Porto Alegre,Avenida Baltazar de Oliveira Garcia,"Apartamento à venda em Sarandi com 48 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 100/mês,R$ 170/ano
0,R$ 490.000,Imóvel 1E3QUW0,Apartamento em Porto Alegre,Avenida Doutor Carlos Barbosa,"Apartamento à venda em Azenha com 64 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 535/mês,R$ 1.091/ano
0,R$ 383.000,Imóvel 1KE5GID,Apartamento em Porto Alegre,Rua Laurindo,"Apartamento à venda em Santana com 88 m², 2 quartos","2 quartos
sem suíte",2 Banheiros,R$ 230/mês,R$ 760/ano
0,R$ 680.000,Imóvel 46QU7J,Apartamento em Porto Alegre,Rua São Josemaria Escriva,"Apartamento à venda em Jardim Salso com 58 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 530/mês,R$ 980/ano
0,R$ 439.000,Imóvel 1S2GCNW,Apartamento em Porto Alegre,Rua Francisco Ferrer,"Apartamento à venda em Rio Branco com 74 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 750/mês,R$ 800/ano
0,R$ 3.000.000,Imóvel 4ZDEHJ,Casa de Condomínio em Porto Alegre,Rua Gustavo Schmidt,"Casa de Condomínio à venda em Chácara das Pedras com 445 m², 6 quartos, 3 suítes, 3 vagas","6 quartos
3 suítes",5 Banheiros,R$ 2.400/mês,R$ 6.976/ano
0,R$ 730.000,Imóvel 35B7BW,Apartamento em Porto Alegre,Rua São Josemaria Escriva,"Apartamento à venda em Jardim Salso com 58 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 600/mês,R$ 1.000/ano
0,R$ 174.000,Imóvel AMW6G6,Apartamento em Porto Alegre,Rua Cipó,"Apartamento à venda em Vila Ipiranga com 45 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 220/mês,R$ 100/ano
0,R$ 370.500,Imóvel S8THOY,Apartamento em Porto Alegre,Avenida Coronel Lucas de Oliveira,"Apartamento à venda em Auxiliadora com 66 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 330/mês,R$ 840/ano
0,R$ 850.000,Imóvel 1DMFUC4,Apartamento em Porto Alegre,Avenida Panamericana,"Apartamento à venda em Jardim Lindóia com 97 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 620/mês,R$ 1.560/ano
0,R$ 500.000,Imóvel IDYZEW,Apartamento em Porto Alegre,Rua Dário Totta,"Apartamento à venda em Nonoai com 60 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 0/mês,Isento
0,R$ 198.000,Imóvel PNT80B,Apartamento em Porto Alegre,Rua Duque de Caxias,"Apartamento à venda em Centro com 52 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 260/mês,Isento
0,R$ 205.000,Imóvel 9T0B4A,Apartamento em Porto Alegre,Rua João Alfredo,"Apartamento à venda em Cidade Baixa com 32 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 348/mês,R$ 350/ano
0,R$ 151.050,Imóvel 1SWJJBW,Apartamento em Porto Alegre,Avenida Otto Niemeyer,"Apartamento à venda em Cavalhada com 40 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 290/mês,R$ 100/mês
0,R$ 280.000,Imóvel 5U6WU7,Apartamento em Porto Alegre,Rua Catumbi,"Apartamento à venda em Teresópolis com 64 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 443/mês,R$ 280/ano
0,R$ 320.000,Imóvel ZJX1TU,Apartamento em Porto Alegre,Avenida Arnaldo Bohrer,"Apartamento à venda em Teresópolis com 51 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 550/mês,R$ 757/ano
0,R$ 470.000,Imóvel 7L9JRZ,Apartamento em Porto Alegre,Rua Otávio Dutra,"Apartamento à venda em Santa Tereza com 111 m², 3 quartos, 1 suíte","3 quartos
1 suíte",3 Banheiros,R$ 830/mês,R$ 1.600/ano
0,R$ 720.000,Imóvel 1OLDA9T,Apartamento em Porto Alegre,Rua São Josemaria Escriva,"Apartamento à venda em Jardim Salso com 58 m², 2 quartos, 2 vagas","2 quartos
sem suíte",2 vagas,R$ 680/mês,R$ 1.200/ano
0,R$ 299.000,Imóvel XDCMKL,Apartamento em Porto Alegre,Rua Joaquim Nabuco,"Apartamento à venda em Cidade Baixa com 50 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 250/mês,R$ 600/ano
0,R$ 249.000,Imóvel 1GVCY94,Apartamento em Porto Alegre,Rua Dezessete de Junho,"Apartamento à venda em Menino Deus com 43 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 280/mês,R$ 600/ano
0,R$ 266.000,Imóvel 6UGMWL,Apartamento em Porto Alegre,Rua Dário Totta,"Apartamento à venda em Nonoai com 62 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 150/mês,R$ 100/ano
0,R$ 420.000,Imóvel TJ522U,Apartamento em Porto Alegre,Avenida Lavras,"Apartamento à venda em Petrópolis com 71 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 350/mês,R$ 100/ano
0,R$ 1.300.000,Imóvel FPI6QF,Casa de Condomínio em Porto Alegre,Rua Cananéia,"Casa de Condomínio à venda em Chácara das Pedras com 169 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",3 Banheiros,R$ 170/mês,R$ 2.500/ano
0,R$ 535.000,Imóvel 1AZ9P59,Apartamento em Porto Alegre,Rua Garibaldi,"Apartamento à venda em Bom Fim com 51 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 513/mês,Isento
0,R$ 250.000,Imóvel 1MQ6HEU,Apartamento em Porto Alegre,Rua Nicolau Faillace,"Apartamento à venda em Jardim Itu-Sabará com 55 m², 1 quarto, 1 vaga","1 quarto
sem suíte",1 vaga,Isento,R$ 250/ano
0,R$ 600.000,Imóvel 19Y0MQY,Apartamento em Porto Alegre,Travessa Professor Emeterio Garcia Fernandez,"Apartamento à venda em Vila Ipiranga com 127 m², 2 quartos, 1 suíte, 3 vagas","2 quartos
1 suíte",3 vagas,R$ 440/mês,R$ 1.200/ano
0,R$ 160.000,Imóvel TENREP,Apartamento em Porto Alegre,Rua Nelson Zang,"Apartamento à venda em Partenon com 39 m², 1 quarto, 1 vaga","1 quarto
sem suíte",1 vaga,R$ 300/mês,Isento
0,R$ 265.000,Imóvel 1AAPCUU,Apartamento em Porto Alegre,Rua Alberto Silva,"Apartamento à venda em Cristo Redentor com 58 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 250/mês,R$ 495/ano
0,R$ 199.000,Imóvel 1S75QW7,Casa em Porto Alegre,Rua Graciano Azambuja,"Casa à venda em Partenon com 100 m², 2 quartos, 3 vagas","2 quartos
sem suíte",1 Banheiro,R$ 200/ano,Indisponivel
0,R$ 525.000,Imóvel 111EU54,Apartamento em Porto Alegre,Rua Dário Totta,"Apartamento à venda em Nonoai com 74 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,Isento,R$ 970/ano
0,R$ 244.000,Imóvel 30YQUI,Apartamento em Porto Alegre,Avenida Doutor Carlos Barbosa,"Apartamento à venda em Medianeira com 55 m², 1 quarto, 1 suíte, 1 vaga","1 quarto
1 suíte",1 vaga,Isento,R$ 47/ano
0,R$ 340.500,Imóvel 9SH6EQ,Apartamento em Porto Alegre,Rua Marina Sirângelo Castello,"Apartamento à venda em Jardim Itu-Sabará com 68 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 450/mês,Isento
0,R$ 330.000,Imóvel 1FLZBOD,Apartamento em Porto Alegre,Rua Xavier da Cunha,"Apartamento à venda em Cavalhada com 64 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 330/mês,R$ 630/ano
0,R$ 850.000,Imóvel 1M8PXCE,Apartamento em Porto Alegre,Avenida da Cavalhada,"Apartamento à venda em Ipanema com 105 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 723/mês,R$ 1.900/ano
0,R$ 320.000,Imóvel 16XBTOZ,Apartamento em Porto Alegre,Rua Octávio de Souza,"Apartamento à venda em Nonoai com 72 m², 2 quartos, 2 vagas","2 quartos
sem suíte",2 vagas,R$ 600/mês,R$ 980/ano
0,R$ 799.000,Imóvel 1WYZE5I,Apartamento em Porto Alegre,Rua Guiné,"Apartamento à venda em Vila Ipiranga com 99 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 360/mês,R$ 1.180/ano
0,R$ 179.000,Imóvel 167E8KD,Apartamento em Porto Alegre,Rua Padre Ângelo Corso,"Apartamento à venda em Cavalhada com 46 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 200/mês,R$ 100/ano
0,R$ 750.000,Imóvel 7AKI1W,Casa de Condomínio em Porto Alegre,Rua Alcebíades Antônio dos Santos,"Casa de Condomínio à venda em Nonoai com 182 m², 3 quartos, 1 suíte, 3 vagas","3 quartos
1 suíte",4 Banheiros,R$ 355/mês,R$ 1.330/ano
0,R$ 511.000,Imóvel 11RJQAA,Apartamento em Porto Alegre,Rua Delfino Riet,"Apartamento à venda em Santo Antônio com 85 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,Isento,R$ 100/ano
0,R$ 81.689,Imóvel 13DYN9D,Apartamento em Porto Alegre,Rua Carlos Estevão,"Apartamento à venda em Passo das Pedras com 27 m², 1 quarto, 1 suíte","1 quarto
1 suíte",1 Banheiro,R$ 70/mês,Indisponivel
0,R$ 350.000,Imóvel 14FPX6X,Apartamento em Porto Alegre,Avenida Coronel Marcos,"Apartamento à venda em Ipanema com 91 m², 3 quartos, 2 vagas","3 quartos
sem suíte",2 vagas,Isento,R$ 346/ano
0,R$ 159.000,Imóvel I3NM3,Apartamento em Porto Alegre,Avenida Bispo João Scalabrini,"Apartamento à venda em Jardim Itu-Sabará com 38 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 250/mês,R$ 89/ano
0,R$ 365.000,Imóvel AIBGZ2,Apartamento em Porto Alegre,Rua Professor Carvalho Freitas,"Apartamento à venda em Teresópolis com 68 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 590/mês,R$ 697/ano
0,R$ 229.000,Imóvel 19JAAKC,Apartamento em Porto Alegre,Rua Engenheiro Sadi Castro,"Apartamento à venda em Sarandi com 45 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 320/mês,R$ 500/ano
0,R$ 350.000,Imóvel SYXNL4,Apartamento em Porto Alegre,Rua Elias Bothome,"Apartamento à venda em Jardim Itu-Sabará com 83 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 600/mês,R$ 100/ano
0,R$ 125.000,Imóvel VVYNVN,Apartamento em Porto Alegre,Avenida Juscelino Kubitschek de Oliveira,"Apartamento à venda em Passo das Pedras com 38 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,Isento,R$ 226/ano
0,R$ 350.000,Imóvel 1GKAEEZ,Casa em Porto Alegre,Rua Bom Princípio,"Casa à venda em Jardim Carvalho com 300 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 Banheiros,R$ 140/ano,Indisponivel
0,R$ 193.000,Imóvel 135AO0O,Apartamento em Porto Alegre,Rua Cidade de Natal,"Apartamento à venda em Tristeza com 59 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 290/mês,R$ 400/ano
0,R$ 347.000,Imóvel 1HSHEZ5,Apartamento em Porto Alegre,Rua Guilherme Schell,"Apartamento à venda em Santo Antônio com 71 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 743/mês,R$ 550/ano
0,R$ 170.000,Imóvel NJHHQ1,Apartamento em Porto Alegre,Avenida Jacuí,"Apartamento à venda em Santa Tereza com 51 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 200/mês,R$ 100/ano
0,R$ 120.000,Imóvel JQFM9L,Apartamento em Porto Alegre,Rua Doutor Aron Menda,"Apartamento à venda em Passo das Pedras com 36 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,Isento,R$ 960/ano
0,R$ 277.000,Imóvel 1USMFN1,Apartamento em Porto Alegre,Rua Doutor Otávio Santos,"Apartamento à venda em Jardim Itu-Sabará com 72 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 315/mês,R$ 453/ano
0,R$ 150.000,Imóvel 1W1EW62,Apartamento em Porto Alegre,Rua Hermeto Bermudez,"Apartamento à venda em Passo das Pedras com 56 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 260/mês,R$ 190/ano
0,R$ 1.950.000,Imóvel RJUS4X,Apartamento em Porto Alegre,Rua Coronel Camisão,"Apartamento à venda em Higienópolis com 179 m², 3 quartos, 1 suíte, 3 vagas","3 quartos
1 suíte",3 vagas,Isento,R$ 100/ano
0,R$ 1.650.000,Imóvel 12SK7AW,Apartamento em Porto Alegre,Rua Monroe,"Apartamento à venda em Santa Tereza com 317 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 1.470/mês,R$ 3.991/ano
0,R$ 380.000,Imóvel NXKBN9,Casa de Condomínio em Porto Alegre,Rua Afonso Arinos,"Casa de Condomínio à venda em Camaquã com 93 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",2 Banheiros,R$ 250/mês,Isento
0,R$ 279.000,Imóvel 11BTNW3,Apartamento em Porto Alegre,Rua Doutor Campos Velho,"Apartamento à venda em Nonoai com 51 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 389/mês,R$ 789/ano
0,R$ 360.000,Imóvel T2401C,Apartamento em Porto Alegre,Avenida Doutor Carlos Barbosa,"Apartamento à venda em Medianeira com 66 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 70/mês,Isento
0,R$ 490.000,Imóvel 1106HTC,Apartamento em Porto Alegre,Rua Irmão Norberto Francisco Rauch,"Apartamento à venda em Jardim Carvalho com 80 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,Isento,R$ 990/ano
0,R$ 348.000,Imóvel IBLJ8Z,Apartamento em Porto Alegre,Avenida Florianópolis,"Apartamento à venda em Azenha com 51 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 460/mês,R$ 1.040/ano
0,R$ 385.000,Imóvel CQKQSR,Apartamento em Porto Alegre,Rua Doutor Campos Velho,"Apartamento à venda em Nonoai com 64 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 700/mês,R$ 700/ano
0,R$ 319.000,Imóvel 1ESHF7K,Apartamento em Porto Alegre,Rua Doutor Campos Velho,"Apartamento à venda em Cristal com 73 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 280/mês,R$ 650/mês
0,R$ 314.000,Imóvel 16UUVDU,Apartamento em Porto Alegre,Rua João Ernesto Schmidt,"Apartamento à venda em Jardim Itu-Sabará com 64 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 340/mês,R$ 600/ano
0,R$ 270.000,Imóvel X7I1PS,Apartamento em Porto Alegre,Rua Mata Coelho,"Apartamento à venda em Nonoai com 62 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 395/mês,R$ 256/ano
